Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
28,Yes,Non-Travel,317,Research & Development,5,3,Other,1,876,3,Male,30,1,4,Healthcare Representative,4.0,Divorced,4088.0,15296,8,Y,Yes,19,4,1,80,0,16,3,2,17,18,10,2
21,Yes,Travel_Rarely,1257,Research & Development,29,1,Life Sciences,1,877,4,Female,44,2,3,Human Resources,4.0,Married,9136.0,26664,1,Y,No,17,3,1,80,2,35,3,1,13,11,5,13
32,No,Travel_Rarely,1385,Research & Development,18,2,Life Sciences,1,878,2,Male,67,3,3,Sales Representative,2.0,Divorced,10219.0,4690,8,Y,No,22,4,1,80,0,1,2,4,35,4,12,12
23,No,Travel_Rarely,226,Research & Development,15,4,Medical,1,879,4,Male,71,2,2,Sales Representative,4.0,Single,16023.0,16935,7,Y,No,19,3,4,80,2,23,6,2,14,6,3,4
47,No,Travel_Rarely,1207,Sales,6,2,Medical,1,880,2,Female,75,1,1,Laboratory Technician,2.0,Single,16655.0,20913,0,Y,Yes,12,3,3,80,1,14,4,2,4,7,7,11
55,No,Travel_Rarely,1408,Sales,7,2,Life Sciences,1,881,4,Female,82,2,2,Sales Executive,2.0,Divorced,19217.0,26848,6,Y,No,21,3,2,80,3,27,2,1,14,18,9,9
19,No,Travel_Rarely,160,Sales,17,5,Human Resources,1,882,2,Male,55,3,1,Healthcare Representative,2.0,Divorced,4873.0,17882,9,Y,No,11,3,2,80,2,2,4,4,10,5,13,1
32,No,Travel_Rarely,262,Human Resources,6,2,Life Sciences,1,883,1,Male,90,4,3,Research Director,2.0,Single,11670.0,20381,2,Y,Yes,11,4,4,80,0,28,4,3,1,14,13,6
28,No,Non-Travel,385,Research & Development,8,2,Medical,1,884,2,Male,96,1,5,Healthcare Representative,2.0,Single,19906.0,17977,9,Y,Yes,21,3,1,80,2,12,0,4,22,5,0,6
25,No,Travel_Rarely,207,Research & Development,12,3,Other,1,885,2,Female,83,2,5,Laboratory Technician,2.0,Married,11331.0,11990,9,Y,No,22,4,4,80,2,21,6,2,23,8,14,3
43,Yes,Non-Travel,1230,Sales,21,2,Other,1,886,2,Female,51,3,4,Human Resources,4.0,Divorced,7719.0,21861,8,Y,No,14,4,4,80,1,30,4,4,17,3,11,11
22,No,Travel_Frequently,329,Research & Development,14,1,Other,1,887,3,Male,55,1,2,Research Scientist,4.0,Married,9525.0,22653,4,Y,No,11,3,2,80,3,6,1,3,3,15,4,3
23,Yes,Travel_Rarely,419,Sales,12,4,Life Sciences,1,888,4,Male,89,1,2,Laboratory Technician,1.0,Married,15395.0,25659,2,Y,Yes,17,3,3,80,3,25,4,4,14,9,13,6
43,No,Travel_Frequently,903,Sales,23,3,Medical,1,889,1,Female,68,3,5,Manufacturing Director,4.0,Married,14347.0,23020,7,Y,No,18,3,2,80,0,30,0,4,11,0,3,12
21,No,Travel_Rarely,975,Research & Development,10,2,Medical,1,890,4,Female,65,2,1,Sales Executive,3.0,Single,16325.0,15470,2,Y,No,13,3,4,80,0,37,5,4,2,10,11,7
36,No,Travel_Rarely,573,Human Resources,22,1,Life Sciences,1,891,4,Female,50,2,2,Manufacturing Director,1.0,Divorced,11212.0,23969,6,Y,No,24,3,4,80,1,37,2,2,31,16,0,13
37,No,Travel_Frequently,1181,Research & Development,20,4,Marketing,1,892,1,Male,70,2,1,Manufacturing Director,4.0,Married,5897.0,16932,6,Y,No,11,3,1,80,2,3,4,1,35,17,9,2
50,No,Travel_Rarely,726,Research & Development,15,3,Life Sciences,1,893,3,Male,77,1,1,Human Resources,3.0,Married,12334.0,14951,6,Y,No,13,3,1,80,2,34,1,1,20,14,5,1
37,Yes,Travel_Rarely,114,Sales,7,1,Medical,1,894,2,Male,55,4,1,Research Director,4.0,Married,10395.0,26765,0,Y,No,12,4,4,80,0,32,3,4,5,5,14,9
29,No,Travel_Rarely,1143,Sales,26,2,Life Sciences,1,895,3,Male,92,1,1,Research Scientist,2.0,Married,16654.0,3377,4,Y,No,16,3,2,80,3,2,2,2,1,15,9,5
18,No,Travel_Rarely,795,Research & Development,9,5,Life Sciences,1,896,3,Male,65,2,4,Sales Representative,1.0,Married,7269.0,17014,0,Y,No,21,3,1,80,2,18,3,2,8,1,12,6
43,No,Travel_Rarely,1074,Research & Development,10,5,Life Sciences,1,897,2,Male,53,1,4,Manager,2.0,Divorced,12276.0,2341,6,Y,Yes,17,3,3,80,1,8,1,2,11,2,14,15
31,Yes,Non-Travel,214,Research & Development,10,3,Medical,1,898,4,Male,50,4,5,Sales Representative,1.0,Married,16428.0,8736,7,Y,No,19,3,3,80,0,18,0,1,23,16,2,5
55,No,Travel_Rarely,330,Research & Development,16,1,Medical,1,899,2,Female,47,1,4,Manufacturing Director,1.0,Divorced,14095.0,19459,6,Y,Yes,15,3,4,80,2,18,5,2,13,7,10,15
54,No,Travel_Rarely,272,Research & Development,29,4,Life Sciences,1,900,1,Male,44,3,2,Healthcare Representative,2.0,Single,3913.0,6457,0,Y,No,14,3,3,80,3,25,6,4,40,14,14,11
28,No,Travel_Rarely,396,Sales,7,1,Life Sciences,1,901,2,Female,35,2,4,Manager,1.0,Divorced,12501.0,16045,2,Y,No,11,3,3,80,3,12,0,1,11,12,10,14
53,No,Travel_Rarely,290,Sales,28,5,Life Sciences,1,902,4,Male,72,2,2,Human Resources,1.0,Single,2132.0,20043,9,Y,No,21,3,1,80,1,21,5,2,26,18,4,2
30,No,Travel_Rarely,527,Research & Development,5,3,Medical,1,903,3,Female,60,2,2,Research Scientist,4.0,Single,14439.0,20619,2,Y,Yes,24,3,1,80,1,7,6,4,9,0,15,15
60,No,Non-Travel,1078,Sales,23,2,Medical,1,904,3,Male,57,1,1,Human Resources,3.0,Single,16008.0,2829,6,Y,Yes,16,3,2,80,0,23,2,1,1,11,5,17
20,No,Travel_Rarely,1204,Research & Development,3,1,Life Sciences,1,905,2,Female,37,1,5,Sales Executive,2.0,Married,19663.0,12945,3,Y,Yes,21,3,1,80,0,25,4,2,30,17,3,14
50,Yes,Travel_Rarely,759,Research & Development,18,5,Life Sciences,1,906,1,Male,58,1,1,Manufacturing Director,4.0,Divorced,9130.0,16500,2,Y,Yes,18,3,2,80,3,40,4,3,27,17,15,5
23,No,Travel_Frequently,1020,Research & Development,11,4,Medical,1,907,4,Male,50,2,1,Healthcare Representative,4.0,Married,19651.0,17022,5,Y,No,14,3,1,80,3,40,3,4,15,2,9,16
27,No,Travel_Frequently,1307,Sales,15,3,Life Sciences,1,908,3,Female,87,1,4,Human Resources,2.0,Single,4655.0,18926,9,Y,No,11,3,4,80,2,2,0,3,0,17,9,1
22,No,Travel_Rarely,600,Sales,21,2,Life Sciences,1,909,2,Male,89,2,4,Manager,1.0,Single,14182.0,9628,5,Y,Yes,24,4,2,80,2,6,4,1,21,16,11,1
40,No,Travel_Rarely,863,Research & Development,20,1,Life Sciences,1,910,1,Male,79,1,2,Manufacturing Director,2.0,Married,8034.0,3929,9,Y,Yes,24,3,4,80,2,1,5,2,0,10,5,16
27,No,Travel_Rarely,967,Research & Development,5,4,Other,1,911,1,Female,60,2,4,Research Scientist,3.0,Single,13558.0,6809,4,Y,No,15,3,2,80,1,32,6,4,30,4,6,4
19,No,Travel_Rarely,927,Research & Development,24,2,Other,1,912,3,Female,76,3,4,Healthcare Representative,3.0,Married,15862.0,2707,5,Y,No,20,3,3,80,1,11,4,4,21,6,1,3
30,No,Travel_Rarely,172,Research & Development,12,5,Medical,1,913,3,Male,63,1,3,Research Director,2.0,Married,18664.0,24712,2,Y,No,15,3,2,80,2,11,0,4,33,17,13,17
57,Yes,Travel_Rarely,349,Research & Development,4,5,Life Sciences,1,914,4,Male,31,2,2,Research Director,4.0,Divorced,9998.0,24106,9,Y,Yes,12,3,2,80,3,9,0,3,11,6,14,7
19,No,Non-Travel,247,Research & Development,15,4,Medical,1,915,1,Male,96,3,2,Manager,2.0,Married,12335.0,2970,4,Y,No,16,3,2,80,0,40,1,2,22,17,6,8
37,No,Travel_Frequently,1421,Research & Development,9,5,Life Sciences,1,916,4,Male,81,3,3,Sales Executive,3.0,Single,4472.0,12861,8,Y,No,20,3,2,80,1,26,6,2,27,1,6,17
18,Yes,Travel_Rarely,683,Research & Development,7,3,Marketing,1,917,1,Female,36,4,2,Research Director,2.0,Divorced,15397.0,11419,3,Y,Yes,19,3,2,80,1,17,3,2,11,5,1,10
54,No,Travel_Rarely,571,Research & Development,10,4,Medical,1,918,1,Male,48,1,5,Manufacturing Director,1.0,Married,15084.0,2765,1,Y,Yes,24,3,3,80,2,3,6,3,26,7,2,15
26,No,Travel_Rarely,294,Sales,29,5,Medical,1,919,2,Male,44,2,5,Research Scientist,2.0,Divorced,11556.0,3724,4,Y,No,16,3,2,80,0,39,0,1,22,16,2,15
34,No,Travel_Rarely,1193,Research & Development,28,1,Life Sciences,1,920,3,Female,77,4,3,Sales Executive,4.0,Single,5950.0,25917,2,Y,No,18,4,4,80,1,22,6,3,0,3,0,3
26,No,Travel_Rarely,595,Research & Development,23,5,Life Sciences,1,921,1,Male,43,1,4,Sales Representative,1.0,Married,17019.0,2454,2,Y,Yes,20,3,2,80,0,20,1,1,1,16,0,8
28,No,Travel_Frequently,153,Human Resources,13,3,Other,1,922,4,Female,32,3,5,Research Scientist,3.0,Divorced,1906.0,16807,3,Y,No,13,4,2,80,1,35,6,3,30,15,9,12
32,No,Travel_Rarely,983,Research & Development,29,2,Medical,1,923,3,Male,79,1,3,Manufacturing Director,2.0,Single,9253.0,25851,3,Y,Yes,20,3,4,80,0,29,0,2,1,14,10,7
41,No,Travel_Rarely,464,Research & Development,8,2,Life Sciences,1,924,4,Male,83,2,5,Manufacturing Director,4.0,Married,1614.0,12678,4,Y,No,12,3,1,80,0,20,2,2,24,14,5,10
55,No,Travel_Frequently,1018,Research & Development,12,5,Technical Degree,1,925,3,Male,35,3,1,Sales Executive,4.0,Single,4686.0,5995,6,Y,No,14,3,1,80,1,22,5,2,37,7,8,8
52,No,Travel_Rarely,575,Research & Development,22,2,Human Resources,1,926,3,Male,78,4,3,Research Scientist,3.0,Married,5556.0,19275,3,Y,No,22,3,3,80,0,20,5,3,18,16,8,17
47,No,Travel_Rarely,622,Research & Development,24,5,Other,1,927,1,Male,52,1,2,Sales Executive,2.0,Divorced,9661.0,20261,6,Y,No,19,3,2,80,3,7,2,4,27,18,10,2
48,No,Travel_Rarely,1423,Research & Development,19,3,Technical Degree,1,928,2,Male,49,1,5,Manager,4.0,Married,18167.0,16884,8,Y,No,19,3,2,80,1,38,2,3,5,0,13,17
22,No,Travel_Rarely,792,Human Resources,26,2,Life Sciences,1,929,1,Male,89,4,2,Laboratory Technician,1.0,Divorced,6265.0,25529,2,Y,Yes,13,3,1,80,1,12,0,1,38,12,0,8
31,Yes,Non-Travel,1323,Research & Development,26,1,Life Sciences,1,930,3,Male,74,1,3,Sales Executive,2.0,Married,17342.0,18544,4,Y,No,22,3,2,80,3,39,4,3,18,5,11,17
28,No,Travel_Rarely,1253,Sales,1,5,Life Sciences,1,931,1,Male,90,1,5,Research Director,3.0,Divorced,15739.0,24155,3,Y,No,23,3,3,80,0,21,4,1,16,9,6,15
26,No,Travel_Rarely,633,Research & Development,16,2,Medical,1,932,1,Male,85,1,2,Manufacturing Director,1.0,Married,6165.0,17408,8,Y,No,11,3,4,80,3,6,2,3,5,0,5,13
51,Yes,Travel_Rarely,941,Sales,22,3,Life Sciences,1,933,3,Male,31,3,4,Sales Representative,2.0,Single,6782.0,4184,4,Y,No,11,3,2,80,1,23,3,4,14,11,3,14
29,No,Non-Travel,1190,Research & Development,17,3,Technical Degree,1,934,3,Female,74,3,4,Research Scientist,4.0,Married,11895.0,24548,9,Y,No,14,3,4,80,3,4,5,4,21,18,10,3
52,No,Travel_Rarely,342,Sales,25,1,Life Sciences,1,935,1,Male,69,2,1,Manager,3.0,Married,16939.0,24410,1,Y,No,14,3,3,80,0,25,1,2,40,14,2,11
52,No,Travel_Rarely,1494,Research & Development,18,3,Life Sciences,1,936,1,Male,53,1,3,Manager,3.0,Divorced,4527.0,13801,9,Y,Yes,21,3,1,80,3,9,2,4,33,4,8,6
18,No,Travel_Rarely,637,Research & Development,11,3,Medical,1,937,1,Female,58,2,2,Sales Representative,2.0,Married,7784.0,26903,0,Y,No,22,3,3,80,1,10,5,3,4,1,9,10
57,No,Travel_Rarely,184,Sales,18,2,Life Sciences,1,938,4,Male,96,3,1,Sales Executive,3.0,Married,6387.0,3149,6,Y,No,20,3,3,80,0,39,1,4,22,18,4,6
39,Yes,Travel_Rarely,1083,Sales,7,5,Life Sciences,1,939,1,Female,97,1,3,Sales Executive,1.0,Divorced,14643.0,8350,0,Y,No,16,3,3,80,1,37,6,2,4,13,7,2
46,No,Travel_Rarely,1052,Sales,18,4,Medical,1,940,4,Female,95,2,4,Research Scientist,2.0,Divorced,7682.0,16235,7,Y,No,15,3,3,80,1,10,1,3,9,8,3,3
25,No,Travel_Rarely,712,Research & Development,26,3,Life Sciences,1,941,2,Male,83,1,2,Research Scientist,1.0,Married,7453.0,14840,8,Y,No,16,3,4,80,2,29,2,1,3,0,3,1
28,No,Travel_Rarely,675,Research & Development,8,3,Life Sciences,1,942,4,Male,82,1,5,Healthcare Representative,3.0,Divorced,15185.0,5441,6,Y,No,20,3,3,80,1,3,4,3,11,12,15,14
58,No,Travel_Frequently,387,Sales,6,4,Life Sciences,1,943,1,Female,78,4,4,Sales Executive,3.0,Married,10388.0,11455,8,Y,No,17,3,3,80,1,1,3,2,9,16,15,11
54,No,Travel_Rarely,1090,Sales,7,3,Other,1,944,2,Male,61,2,5,Research Scientist,3.0,Single,4736.0,15762,9,Y,No,17,3,3,80,0,12,5,4,29,1,5,16
31,No,Travel_Rarely,560,Research & Development,23,2,Technical Degree,1,945,4,Female,90,3,5,Manager,1.0,Single,15234.0,6195,5,Y,No,20,4,3,80,0,38,2,4,23,13,5,17
47,No,Travel_Rarely,1337,Sales,22,2,Marketing,1,946,4,Male,71,2,2,Laboratory Technician,3.0,Divorced,19382.0,9601,6,Y,No,24,3,4,80,0,16,1,3,4,5,2,7
52,No,Non-Travel,227,Research & Development,10,4,Life Sciences,1,947,3,Male,30,2,2,Manufacturing Director,2.0,Single,16477.0,17421,2,Y,Yes,20,3,3,80,3,22,5,1,12,5,14,7
38,No,Travel_Rarely,526,Sales,11,3,Life Sciences,1,948,2,Male,92,2,5,Sales Executive,4.0,Married,5354.0,10779,8,Y,No,19,3,1,80,3,9,0,1,35,17,1,4
54,Yes,Travel_Frequently,655,Research & Development,25,3,Other,1,949,3,Male,64,4,1,Healthcare Representative,,Divorced,9183.0,5273,2,Y,No,16,3,3,80,0,12,6,1,8,18,10,8
22,Yes,Travel_Frequently,711,Sales,13,5,Technical Degree,1,950,2,Male,80,1,5,Manufacturing Director,4.0,Single,14061.0,14129,5,Y,No,18,3,3,80,3,38,0,1,17,8,8,4
36,No,Travel_Rarely,1283,Research & Development,9,3,Life Sciences,1,951,4,Female,74,3,5,Research Director,3.0,Divorced,8055.0,24692,3,Y,No,12,3,2,80,2,28,5,3,34,14,1,9
31,No,Non-Travel,213,Sales,7,2,Life Sciences,1,952,3,Female,94,4,2,Laboratory Technician,2.0,Divorced,5195.0,19841,8,Y,Yes,18,3,2,80,3,15,5,4,30,6,8,0
43,No,Travel_Rarely,503,Research & Development,9,1,Medical,1,953,1,Female,43,3,3,Sales Executive,1.0,Divorced,17731.0,17103,0,Y,No,19,4,2,80,2,2,1,1,23,5,11,3
21,No,Travel_Rarely,223,Human Resources,13,1,Technical Degree,1,954,4,Male,32,4,4,Healthcare Representative,4.0,Single,10862.0,25745,8,Y,No,14,3,3,80,0,35,2,3,3,4,15,15
42,No,Travel_Frequently,374,Research & Development,26,1,Life Sciences,1,955,2,Female,53,1,2,Sales Executive,1.0,Single,6977.0,13684,3,Y,No,15,3,1,80,0,3,4,3,40,18,10,17
59,No,Travel_Rarely,1419,Research & Development,3,1,Life Sciences,1,956,2,Female,94,3,1,Healthcare Representative,4.0,Divorced,13465.0,3150,9,Y,Yes,15,3,1,80,3,35,2,3,25,0,13,11
42,No,Travel_Rarely,499,Research & Development,3,3,Life Sciences,1,957,3,Female,77,2,4,Human Resources,3.0,Single,16507.0,2236,4,Y,No,12,3,2,80,0,15,3,1,9,6,7,14
35,No,Travel_Rarely,572,Research & Development,1,3,Life Sciences,1,958,3,Male,39,4,2,Healthcare Representative,2.0,Married,8693.0,13601,0,Y,No,15,3,2,80,0,40,5,1,40,17,10,17
57,Yes,Travel_Rarely,1086,Research & Development,21,5,Medical,1,959,2,Female,42,3,2,Research Scientist,4.0,Married,16552.0,23309,0,Y,No,19,3,3,80,1,5,0,3,8,7,12,4
25,No,Travel_Frequently,1332,Sales,20,3,Medical,1,960,4,Male,43,1,3,Research Scientist,2.0,Single,9370.0,26277,5,Y,No,14,3,1,80,0,27,1,3,0,11,9,13
56,No,Travel_Rarely,1235,Research & Development,2,1,Medical,1,961,3,Male,39,3,1,Human Resources,4.0,Divorced,7514.0,12170,9,Y,No,20,3,1,80,1,35,4,3,15,9,6,6
57,No,Travel_Rarely,1403,Research & Development,25,4,Life Sciences,1,962,1,Female,69,4,1,Healthcare Representative,4.0,Married,7396.0,20742,0,Y,No,13,3,2,80,0,22,6,4,12,5,11,10
31,No,Travel_Rarely,670,Sales,3,4,Life Sciences,1,963,2,Male,52,1,2,Research Director,3.0,Single,12300.0,20402,1,Y,No,24,3,1,80,2,11,2,4,37,15,4,14
49,No,Travel_Rarely,1239,Sales,15,2,Life Sciences,1,964,1,Male,84,2,3,Manufacturing Director,4.0,Single,13815.0,14331,2,Y,Yes,17,3,2,80,2,30,3,2,13,18,12,10
55,No,Travel_Frequently,998,Sales,24,2,Life Sciences,1,965,2,Female,92,4,2,Research Scientist,1.0,Single,3619.0,4575,6,Y,Yes,18,3,2,80,0,11,2,2,39,17,2,6
50,No,Travel_Rarely,921,Research & Development,6,3,Medical,1,966,1,Male,71,4,5,Manufacturing Director,4.0,Single,3482.0,12176,1,Y,No,23,3,4,80,2,31,6,1,22,12,1,3
40,Yes,Non-Travel,954,Sales,13,4,Life Sciences,1,967,4,Female,95,1,5,Manufacturing Director,4.0,Married,3697.0,25455,4,Y,No,23,3,4,80,2,24,3,4,17,6,10,0
32,No,Travel_Rarely,811,Sales,21,1,Life Sciences,1,968,2,Female,76,4,3,Human Resources,4.0,Single,5813.0,9990,8,Y,No,20,3,3,80,2,28,2,2,27,6,7,1
50,No,Travel_Frequently,422,Sales,1,1,Life Sciences,1,969,4,Male,81,3,2,Manager,3.0,Married,2299.0,21603,9,Y,No,16,4,2,80,3,18,4,3,19,15,1,3
42,No,Travel_Rarely,280,Research & Development,20,1,Other,1,970,3,Male,47,2,3,Manager,2.0,Divorced,11236.0,9144,7,Y,No,16,3,3,80,2,21,4,3,0,9,7,4
34,Yes,Travel_Rarely,998,Research & Development,19,3,Other,1,971,2,Female,47,3,2,Healthcare Representative,2.0,Married,19081.0,8105,7,Y,No,23,4,4,80,1,23,1,1,11,14,4,1
50,No,Travel_Rarely,320,Research & Development,1,3,Medical,1,972,4,Male,53,1,2,Manager,3.0,Single,7520.0,17424,1,Y,No,15,3,1,80,3,32,4,1,26,13,8,1
19,No,Travel_Rarely,890,Sales,28,5,Life Sciences,1,973,1,Female,52,4,5,Sales Executive,1.0,Divorced,9206.0,13508,0,Y,Yes,21,3,4,80,1,35,3,2,12,11,3,17
31,No,Travel_Rarely,593,Sales,21,1,Medical,1,974,4,Female,41,2,4,Healthcare Representative,1.0,Single,9723.0,6244,8,Y,No,16,3,4,80,1,39,1,3,3,14,7,13
57,No,Non-Travel,162,Research & Development,22,1,Life Sciences,1,975,2,Male,52,1,1,Manager,3.0,Divorced,7681.0,17970,9,Y,Yes,19,3,4,80,1,15,6,1,24,7,12,2
57,No,Travel_Rarely,1179,Research & Development,2,3,Life Sciences,1,976,4,Male,50,3,1,Research Director,2.0,Married,17458.0,9098,3,Y,No,12,3,1,80,3,1,4,1,5,6,10,17
56,No,Travel_Rarely,639,Research & Development,15,3,Technical Degree,1,977,1,Female,93,4,3,Manufacturing Director,1.0,Married,3990.0,11292,8,Y,No,20,3,4,80,0,7,0,4,21,8,14,9
23,No,Travel_Rarely,949,Sales,14,5,Life Sciences,1,978,1,Male,63,4,1,Healthcare Representative,3.0,Married,13794.0,3314,6,Y,Yes,21,4,2,80,2,12,6,2,37,13,6,5
23,No,Travel_Rarely,1089,Research & Development,19,5,Medical,1,979,1,Male,31,1,5,Manufacturing Director,2.0,Married,15675.0,6755,5,Y,No,13,3,2,80,2,29,3,1,35,6,11,1
20,No,Travel_Rarely,166,Research & Development,11,2,Life Sciences,1,980,3,Female,98,3,4,Sales Representative,1.0,Divorced,3824.0,6960,9,Y,No,11,4,4,80,0,0,6,2,2,11,7,10
24,No,Travel_Frequently,687,Sales,15,4,Other,1,981,2,Female,60,4,2,Manager,1.0,Divorced,6105.0,3891,8,Y,No,14,3,3,80,0,11,6,3,14,13,4,17
25,No,Non-Travel,272,Sales,6,1,Medical,1,982,1,Female,97,3,2,Manufacturing Director,3.0,Married,14959.0,8068,9,Y,No,12,4,3,80,1,6,1,2,10,10,1,13
59,No,Travel_Rarely,1398,Research & Development,20,1,Marketing,1,983,3,Male,99,2,5,Manager,2.0,Married,19410.0,15259,3,Y,No,16,3,1,80,3,13,3,1,33,18,6,12
32,No,Travel_Rarely,636,Research & Development,9,5,Marketing,1,984,1,Female,48,4,1,Manufacturing Director,1.0,Divorced,7682.0,21349,0,Y,No,23,3,1,80,1,34,1,4,26,5,2,6
46,No,Travel_Rarely,794,Research & Development,5,5,Medical,1,985,4,Female,42,2,2,Research Director,3.0,Married,2751.0,20095,4,Y,No,11,3,2,80,2,27,3,2,22,2,14,9
50,No,Travel_Rarely,1452,Research & Development,20,2,Life Sciences,1,986,2,Female,94,4,1,Laboratory Technician,1.0,Divorced,6729.0,9099,5,Y,No,18,4,2,80,0,11,0,2,16,5,12,12
47,No,Travel_Rarely,209,Research & Development,2,4,Medical,1,987,4,Female,35,1,5,Research Director,2.0,Married,4518.0,24549,5,Y,No,20,3,4,80,2,39,6,3,22,8,9,1
56,No,Travel_Rarely,1287,Sales,6,2,Medical,1,988,3,Male,56,4,2,Research Scientist,4.0,Married,13282.0,6706,0,Y,No,16,3,3,80,0,23,4,4,33,1,9,11
44,Yes,Travel_Rarely,915,Research & Development,26,4,Life Sciences,1,989,4,Female,81,4,3,Manager,1.0,Single,4543.0,22235,6,Y,No,19,3,2,80,3,0,2,2,20,5,9,7
53,No,Travel_Rarely,1106,Research & Development,18,1,Other,1,990,4,Female,77,3,4,Research Director,2.0,Single,15694.0,20510,7,Y,No,22,3,3,80,1,16,6,4,32,13,14,17
46,No,Travel_Frequently,553,Sales,28,2,Marketing,1,991,1,Male,97,3,1,Sales Executive,1.0,Married,6145.0,11959,4,Y,Yes,16,3,1,80,2,37,2,1,4,18,11,1
55,No,Travel_Rarely,1331,Research & Development,29,5,Other,1,992,4,Male,73,2,1,Manager,4.0,Married,6594.0,13985,1,Y,No,20,3,1,80,3,27,2,4,16,3,10,15
50,No,Travel_Rarely,691,Sales,23,2,Life Sciences,1,993,1,Female,46,2,1,Human Resources,4.0,Married,9563.0,12377,1,Y,No,17,3,4,80,2,32,6,1,0,13,9,7
54,No,Travel_Rarely,1141,Research & Development,19,2,Marketing,1,994,1,Male,67,2,1,Research Scientist,1.0,Married,12482.0,7047,4,Y,No,15,3,4,80,0,23,1,3,6,9,12,15
44,No,Travel_Rarely,428,Research & Development,9,1,Life Sciences,1,995,2,Male,39,4,5,Sales Executive,3.0,Married,2643.0,22792,6,Y,No,24,3,2,80,2,5,4,3,2,5,1,7
50,No,Non-Travel,709,Research & Development,27,5,Life Sciences,1,996,3,Male,83,4,5,Research Scientist,1.0,Divorced,17917.0,23141,6,Y,Yes,18,3,3,80,3,20,6,3,25,10,2,12
21,Yes,Travel_Frequently,760,Research & Development,21,5,Medical,1,997,3,Male,35,2,5,Healthcare Representative,2.0,Single,16126.0,9145,3,Y,No,18,4,2,80,3,3,5,1,15,12,15,5
39,No,Travel_Frequently,103,Sales,24,3,Life Sciences,1,998,3,Male,35,1,5,Manager,3.0,Married,2731.0,14639,2,Y,No,20,3,2,80,1,32,1,2,15,17,13,0
19,No,Travel_Rarely,1135,Research & Development,27,3,Medical,1,999,1,Male,81,1,2,Sales Executive,2.0,Single,9620.0,24110,8,Y,No,19,3,3,80,2,9,6,1,40,13,15,1
27,No,Travel_Frequently,535,Research & Development,6,3,Life Sciences,1,1000,3,Female,44,4,5,Sales Representative,2.0,Married,4873.0,15342,6,Y,Yes,22,3,2,80,0,35,6,4,13,10,13,6
22,No,Travel_Rarely,226,Research & Development,14,1,Life Sciences,1,1001,1,Female,97,1,2,Manufacturing Director,3.0,Single,2076.0,23974,1,Y,Yes,16,4,4,80,2,12,1,4,25,4,15,12
27,Yes,Travel_Frequently,1206,Human Resources,28,2,Life Sciences,1,1002,2,Female,86,1,3,Human Resources,4.0,Married,7447.0,19370,0,Y,No,11,3,3,80,1,35,6,1,26,7,3,3
50,No,Travel_Rarely,586,Research & Development,26,5,Technical Degree,1,1003,3,Male,85,2,5,Manager,2.0,Married,18812.0,19449,1,Y,Yes,19,3,3,80,0,8,1,3,16,3,9,8
55,No,Non-Travel,753,Sales,24,5,Life Sciences,1,1004,1,Female,36,1,3,Human Resources,1.0,Single,8280.0,18580,2,Y,No,13,4,2,80,0,30,6,3,3,11,12,2
30,No,Non-Travel,1275,Research & Development,29,2,Life Sciences,1,1005,3,Female,80,1,5,Sales Executive,4.0,Married,12334.0,17233,4,Y,Yes,19,3,3,80,1,3,5,4,16,5,10,1
48,No,Travel_Frequently,901,Sales,13,5,Life Sciences,1,1006,3,Female,87,4,3,Manufacturing Director,4.0,Divorced,12837.0,17602,2,Y,No,17,3,4,80,0,19,6,4,32,7,6,15
53,No,Travel_Rarely,974,Sales,11,2,Life Sciences,1,1007,2,Male,93,4,4,Research Scientist,3.0,Single,15141.0,24529,9,Y,No,24,3,4,80,3,7,1,2,29,3,9,9
41,Yes,Travel_Rarely,1465,Research & Development,12,1,Other,1,1008,4,Male,55,4,3,Manager,1.0,Married,18022.0,23623,8,Y,No,22,3,1,80,3,26,4,2,20,9,15,11
32,No,Travel_Frequently,230,Human Resources,19,1,Life Sciences,1,1009,3,Female,87,1,2,Manufacturing Director,1.0,Married,14451.0,5340,9,Y,No,23,3,1,80,0,35,6,2,16,10,14,17
46,Yes,Travel_Rarely,539,Sales,19,1,Other,1,1010,2,Female,60,2,1,Human Resources,4.0,Married,2843.0,24332,3,Y,No,13,3,1,80,2,8,2,4,10,14,11,1
25,Yes,Travel_Frequently,852,Research & Development,21,2,Other,1,1011,3,Female,95,3,3,Laboratory Technician,2.0,Single,16135.0,22190,6,Y,Yes,19,3,1,80,0,23,3,2,29,4,0,13
22,No,Travel_Rarely,602,Sales,27,2,Medical,1,1012,3,Male,42,4,1,Sales Executive,2.0,Single,3362.0,16059,3,Y,No,24,3,2,80,2,36,1,4,17,2,5,11
